experiment,category,classifier,sample_length,coverage,k,max_depth,n_estimators,score
1.11,multiclass,Random Forest,100,200,2,72,200,0.8740230740602903
1.11,multiclass,Random Forest,100,200,2,72,225,0.8736509117975437
1.11,multiclass,Random Forest,100,200,2,72,250,0.8732787495347971
1.11,multiclass,Random Forest,100,200,2,72,275,0.8734648306661704
1.11,multiclass,Random Forest,100,200,2,72,300,0.8721622627465575
1.11,multiclass,Random Forest,100,200,2,72,325,0.8742091551916635
1.11,multiclass,Random Forest,100,200,2,72,350,0.8729065872720506
1.11,multiclass,Random Forest,100,200,2,72,375,0.8756978042426498
1.11,multiclass,Random Forest,100,200,2,72,400,0.8745813174544101
1.11,multiclass,Random Forest,100,200,2,72,425,0.8749534797171566
1.11,multiclass,Random Forest,100,200,2,72,450,0.8773725344250093
1.11,multiclass,Random Forest,100,200,2,72,475,0.8781168589505024
1.11,multiclass,Random Forest,100,200,2,72,500,0.8792333457387421
